Shift,Name,Move,Stay,Bad,Absent
23.03.03 - 1,Pallet truck 08,0.173681,0.762674,0.000000,0.063646
23.03.03 - 2,Cart 16,0.056042,0.771667,0.172187,0.000104
23.03.03 - 2,Cart 15,0.000000,0.999896,0.000000,0.000104
23.03.03 - 2,Forklift 01,0.164896,0.621979,0.175903,0.037222
23.03.03 - 2,Cart 04,0.096875,0.861042,0.000000,0.042083
23.03.03 - 2,Cart 12,0.016424,0.215729,0.001319,0.766528
23.03.03 - 2,Forklift 17,0.099340,0.839757,0.060417,0.000486
23.03.03 - 2,Pallet truck 07,0.023229,0.887014,0.000000,0.089757
23.03.03 - 2,Cart 10,0.127674,0.872222,0.000000,0.000104
23.03.03 - 2,Pallet truck 03,0.000000,0.684375,0.315521,0.000104
23.03.03 - 2,Forklift 06,0.131667,0.618090,0.167118,0.083125
23.03.03 - 2,Pallet truck 02,0.098437,0.863368,0.037882,0.000313
23.03.03 - 2,Pallet truck 11,0.000000,0.977118,0.022778,0.000104
23.03.03 - 2,Pallet truck 14,0.033090,0.966319,0.000000,0.000590
23.03.03 - 2,Cart 13,0.044410,0.943090,0.012396,0.000104
23.03.03 - 2,Pallet truck 08,0.209896,0.790000,0.000000,0.000104
23.03.04 - 1,Cart 16,0.148194,0.851701,0.000000,0.000104
23.03.04 - 1,Forklift 01,0.153785,0.846111,0.000000,0.000104
23.03.04 - 1,Cart 04,0.000000,0.300868,0.000000,0.699132
23.03.04 - 1,Forklift 17,0.158368,0.841528,0.000000,0.000104
23.03.04 - 1,Pallet truck 07,0.002674,0.228576,0.768229,0.000521
23.03.04 - 1,Cart 10,0.002049,0.020694,0.000000,0.977257
23.03.04 - 1,Pallet truck 03,0.000000,0.999896,0.000000,0.000104
23.03.04 - 1,Pallet truck 02,0.012708,0.856944,0.000000,0.130347
23.03.04 - 1,Pallet truck 11,0.056181,0.169167,0.482083,0.292569
23.03.04 - 1,Pallet truck 14,0.040139,0.465035,0.000000,0.494826
23.03.04 - 1,Cart 13,0.000208,0.219375,0.779861,0.000556
23.03.04 - 1,Pallet truck 08,0.022396,0.205972,0.706250,0.065382
23.03.07 - 1,Cart 16,0.093889,0.905556,0.000000,0.000556
23.03.07 - 1,Cart 05,0.027222,0.696875,0.275417,0.000486
23.03.07 - 1,Cart 09,0.164132,0.645729,0.120069,0.070069
23.03.07 - 1,Cart 15,0.069861,0.930035,0.000000,0.000104
23.03.07 - 1,Forklift 01,0.124306,0.611354,0.263958,0.000382
23.03.07 - 1,Cart 04,0.150903,0.551424,0.114062,0.183611
23.03.07 - 1,Cart 12,0.114826,0.885069,0.000000,0.000104
23.03.07 - 1,Forklift 17,0.401458,0.598125,0.000000,0.000417
23.03.07 - 1,Pallet truck 07,0.185417,0.814479,0.000000,0.000104
23.03.07 - 1,Cart 10,0.173125,0.662361,0.000000,0.164514
23.03.07 - 1,Pallet truck 03,0.055903,0.671076,0.272326,0.000694
23.03.07 - 1,Forklift 06,0.091806,0.908090,0.000000,0.000104
23.03.07 - 1,Pallet truck 02,0.095451,0.647049,0.256736,0.000764
23.03.07 - 1,Pallet truck 11,0.048438,0.951458,0.000000,0.000104
23.03.07 - 1,Pallet truck 14,0.061389,0.872049,0.000000,0.066562
23.03.07 - 1,Cart 13,0.060486,0.330903,0.000000,0.608611
23.03.07 - 1,Pallet truck 08,0.201354,0.518924,0.278924,0.000799
23.03.07 - 2,Cart 16,0.043854,0.955521,0.000000,0.000625
23.03.07 - 2,Cart 05,0.019549,0.923924,0.000000,0.056528
23.03.07 - 2,Cart 09,0.120903,0.878993,0.000000,0.000104
23.03.07 - 2,Cart 15,0.002188,0.950486,0.000000,0.047326
23.03.07 - 2,Forklift 01,0.201389,0.798090,0.000000,0.000521
23.03.07 - 2,Cart 04,0.100278,0.738993,0.159861,0.000868
23.03.07 - 2,Cart 12,0.054861,0.782188,0.134583,0.028368
23.03.07 - 2,Forklift 17,0.055104,0.944340,0.000000,0.000556
23.03.07 - 2,Pallet truck 07,0.094792,0.773924,0.000000,0.131285
23.03.07 - 2,Cart 10,0.025451,0.974444,0.000000,0.000104
23.03.07 - 2,Pallet truck 03,0.042361,0.957187,0.000000,0.000451
23.03.07 - 2,Forklift 06,0.113056,0.839271,0.000000,0.047674
23.03.07 - 2,Pallet truck 02,0.061111,0.938785,0.000000,0.000104
23.03.07 - 2,Pallet truck 11,0.034792,0.964826,0.000000,0.000382
23.03.07 - 2,Pallet truck 14,0.001076,0.996840,0.001979,0.000104
23.03.07 - 2,Cart 13,0.142500,0.857153,0.000000,0.000347
23.03.07 - 2,Pallet truck 08,0.087569,0.912326,0.000000,0.000104
23.03.07 - 3,Cart 16,0.028125,0.971771,0.000000,0.000104
23.03.07 - 3,Cart 05,0.021424,0.978472,0.000000,0.000104
23.03.07 - 3,Cart 09,0.257708,0.742188,0.000000,0.000104
23.03.07 - 3,Cart 15,0.000000,0.999896,0.000000,0.000104
23.03.07 - 3,Forklift 01,0.140660,0.859236,0.000000,0.000104
23.03.07 - 3,Cart 04,0.173229,0.826667,0.000000,0.000104
23.03.07 - 3,Cart 12,0.104826,0.895069,0.000000,0.000104
23.03.07 - 3,Forklift 17,0.151389,0.622604,0.000000,0.226007
23.03.07 - 3,Pallet truck 07,0.260625,0.739271,0.000000,0.000104
23.03.07 - 3,Cart 10,0.067674,0.857431,0.000000,0.074896
23.03.07 - 3,Pallet truck 03,0.056771,0.943125,0.000000,0.000104
23.03.07 - 3,Forklift 06,0.009201,0.990694,0.000000,0.000104
23.03.07 - 3,Pallet truck 02,0.163472,0.836424,0.000000,0.000104
23.03.07 - 3,Pallet truck 11,0.039931,0.959965,0.000000,0.000104
23.03.07 - 3,Pallet truck 14,0.010799,0.989097,0.000000,0.000104
23.03.07 - 3,Cart 13,0.059375,0.940521,0.000000,0.000104
23.03.07 - 3,Pallet truck 08,0.061111,0.938785,0.000000,0.000104
